userId,movieId
117,6170
117,9422
118,11574
119,93
120,4204
121,52
122,280
123,13543
123,11510
123,5649
123,9444
123,13238
123,6013
123,9355
123,7890
123,13253
123,6052
123,2806
123,9364
123,13563
123,11691
123,9329
124,13859
124,559
124,263
124,1702
125,2950
125,5546
125,13677
125,7573
125,2368
125,6464
125,6791
125,9894
126,4865
126,4751
126,13721
126,6785
126,466
127,11183
128,10092
129,3384
130,9959
131,12327
131,13388
131,6750
131,7903
131,10354
131,648
132,1055
132,13075
132,2949
132,3158
132,6000
132,13252
132,11396
132,11181
133,14294
134,7739
134,7347
134,2260
134,6043
135,4537
135,342
135,14106
135,5705
135,7091
136,10965
136,11023
136,11305
136,11026
137,5420
137,5386
138,6318
139,9523
139,8479
139,4733
139,9518
140,6369
140,9984
141,623
142,2756
142,8370
142,3714
142,2895
142,10212
143,8914
143,1861
144,13881
144,2062
145,2347
145,7209
145,4256
145,7394
145,2880
145,11647
146,14097
147,14120
148,7438
148,7308
148,5838
148,2376
148,6730
148,10594
148,7621
148,11510
148,12775
148,10903
148,12630
148,8195
148,2828
148,7190
148,7751
148,3273
148,7113
149,10219
150,1956
150,1955
150,1192
151,14244
152,11325
153,11276
154,361
155,6733
156,10151
157,10290
158,10090
159,10204
160,10997
161,361
161,9665
161,851
161,4489
161,9589
162,10267
162,9991
163,10047
164,6344
165,599
166,6513
166,2399
166,11607
166,7597
166,6975
166,2371
166,7128
166,6745
166,2588
166,11573
166,772
166,6977
167,10090
168,387
168,474
169,3430
169,1351
169,1502
170,5463
170,2051
171,3880
172,12704
172,2318
173,1733
174,1912
174,13784
174,13780
174,1768
175,3167
176,9973
177,5867
177,6721
177,13001
177,2433
177,7730
177,4984
177,6963
177,4267
177,5847
177,2890
177,6620
177,7862
177,6956
177,3287
177,7826
177,13344
177,9042
177,8061
177,1957
177,4976
177,7871
177,7514
177,8987
177,10106
177,13467
177,6630
177,12733
177,2101
177,6548
177,13847
177,12987
177,2307
177,6087
177,4412
177,10251
178,11707
178,3187
178,7005
178,7061
179,409
180,8811
180,13824
180,8876
180,4341
180,8875
180,1682
180,10459
180,10921
180,1494
181,11611
181,12280
182,1733
182,131
183,2052
184,5870
184,6194
184,6002
184,7003
184,8433
184,8298
184,6856
184,7961
184,12459
184,8264
184,6109
184,2998
184,8244
184,9236
184,2953
184,11234
184,6241
184,2543
185,10202
186,13499
186,4960
186,10493
186,8866
186,472
187,236
188,9904
189,10039
189,4390
189,9987
190,11284
190,8351
191,4390
192,6630
192,7514
192,6963
193,9989
194,9717
194,9726
194,5548
195,13966
195,13965
195,197
195,1735
195,3574
196,5843
197,478
197,264
198,8533
199,14089
200,4900
201,13568
201,11438
201,9442
201,12501
201,11740
201,13021
201,13028
201,11985
201,11984
202,11609
203,3625
204,5471
204,5478
204,14113
204,7215
204,10182
204,7889
204,6655
204,4246
204,9219
204,5956
204,4987
204,9549
204,48
204,7670
204,3708
204,7228
204,3193
204,5661
204,7506
204,7832
204,14110
204,12679
204,6076
204,2827
204,700
204,6553
204,14230
204,5829
204,6770
204,13151
204,9147
204,2809
204,9602
204,13843
204,6133
204,8655
204,4674
204,8196
204,5573
204,58
204,2201
204,8703
204,13451
204,8203
204,2538
204,7634
204,3037
204,9176
204,8289
204,5784
204,3360
204,679
204,4648
204,9510
204,9536
204,5659
204,6216
204,9947
204,6666
204,6446
204,11098
204,6386
204,7192
204,13475
204,5861
205,10084
205,13572
206,225
207,10023
207,12144
207,10017
207,4420
207,324
207,4471
207,5242
207,4511
207,12145
207,4445
207,6939
208,5542
208,5921
208,10017
208,5693
209,9875
210,10651
211,14131
212,14031
213,5694
214,1202
215,6884
215,6803
216,3788
216,11318
216,11322
216,11557
216,6719
216,5202
217,1362
217,4736
217,8557
218,10367
219,11637
220,8339
220,10386
220,9424
221,10682
222,7055
223,4209
224,935
224,9294
224,5978
224,2639
224,11851
224,2886
224,3328
224,8132
224,6994
224,6131
224,4456
224,7928
224,961
224,7794
224,6857
224,8139
224,962
224,11592
224,10804
224,1003
224,11976
224,773
224,6219
224,7813
224,8295
224,7880
224,9328
224,2844
224,10474
224,4313
225,11631
226,3828
227,6048
227,9736
227,10724
227,5638
227,9004
227,6445
227,5682
227,6682
227,2099
227,9040
227,5736
227,13045
227,6722
228,10939
228,4483
228,4350
228,3642
228,10263
229,6877
229,5621
229,592
230,1669
231,637
232,7419
232,3665
232,2909
233,8375
233,4487
233,10940
234,7233
234,12339
234,804
234,7459
234,7934
234,12811
234,13055
234,12351
234,660
234,3329
234,8328
234,7805
234,6188
234,7335
234,630
234,13553
234,3158
234,10423
235,267
235,9662
235,10462
236,13780
237,6956
238,7098
238,4660
239,4286
239,6858
240,9128
240,2180
241,2234
242,10605
243,9664
244,5598
244,5520
244,3839
244,3873
244,6492
244,3124
244,10769
245,3899
246,10042
247,10221
247,1529
247,1800
247,12544
247,7106
247,14337
247,8422
247,1048
247,2336
247,2100
247,1958
247,8241
247,13827
247,367
247,1002
247,10235
247,266
247,6858
247,7096
247,265
247,10376
247,5459
247,12957
247,13269
247,9190
247,10074
247,5014
247,8874
247,953
247,9041
247,3346
247,10488
247,3172
247,2909
247,4441
247,4286
247,10483
247,195
247,9661
247,6835
247,1427
247,967
247,8006
247,2488
247,1959
247,13311
248,131
249,13847
250,11325
251,2101
251,9042
251,4984
251,9658
252,14126
252,14143
253,7693
253,9334
253,9344
253,8392
253,8294
253,8276
253,12465
253,7842
253,10948
253,13084
254,4
255,6859
255,11124
255,6747
255,5695
255,4332
256,6577
256,6947
256,7674
256,10763
256,4291
256,5655
257,13624
257,984
257,5553
257,9446
257,5634
257,6142
257,10179
257,9744
257,3609
257,457
257,6868
258,3770
259,4563
260,939
260,4339
260,2052
260,10045
260,9662
260,1767
260,10919
260,2890
260,1655
260,7862
260,2102
260,4887
260,4388
260,4450
260,9043
260,1531
260,9664
260,1842
260,1530
260,267
260,2433
260,10253
260,8789
260,4251
260,10472
260,394
260,6087
260,4412
260,10268
261,10682
262,1800
262,3588
262,1958
262,8874
262,14337
263,9937
263,245
263,3617
263,5168
264,9664
265,6371
266,13476
266,5881
266,13168
266,12986
266,7989
266,13184
266,5721
266,12989
266,13472
266,12040
266,12305
266,12727
267,10285
267,191
267,10197
268,8987
269,10466
269,614
270,2241
271,8946
271,8830
271,5884
271,8907
271,5882
272,172
273,6797
274,14242
275,2639
275,11978
275,2321
275,8096
275,661
275,2577
275,6860
275,7415
275,2442
275,2408
275,4346
275,1057
275,7897
275,7761
275,852
275,8321
275,4405
275,974
275,2801
275,977
275,10929
275,8364
275,11977
276,13882
277,6841
278,10385
278,13001
279,4388
280,774
280,2242
280,11586
280,12543
280,12099
280,3721
280,807
280,12248
280,12563
281,367
282,11894
282,11898
282,12442
282,11405
282,5859
282,5088
282,12342
282,12551
282,11706
283,10461
283,11089
284,10927
285,12718
285,5983
285,8038
285,5952
285,10140
285,2613
285,5929
285,12126
285,2912
285,12423
285,6333
285,12048
286,11460
287,9676
288,2221
288,3787
288,474
288,5468
288,387
288,65
288,283
288,6349
288,10988
288,14068
288,9164
288,9711
288,9719
289,6602
290,131
291,131
292,4480
292,4335
292,11605
292,11235
293,11421
293,11949
294,4097
294,8835
295,5969
295,933
295,3127
295,10791
295,6258
295,6091
295,5532
295,6120
295,7169
295,13061
295,7199
295,5898
295,9472
295,11291
295,7677
295,8076
295,2470
295,766
295,2604
295,11216
295,12156
295,6482
295,6204
295,13553
295,5871
295,6861
295,6129
295,6664
295,4657
295,7297
295,6249
295,10096
295,11369
295,5864
295,7609
295,2836
295,7129
295,6027
296,10292
296,6660
296,12849
296,4786
296,10446
297,5401
298,10214
298,9201
299,361
299,10922
299,851
299,10036
299,10000
300,10705
300,603
301,4119
302,642
303,654
303,6005
303,662
303,12026
303,7060
303,4499
303,10999
304,188
305,4855
306,4999
306,9220
306,4988
307,462
308,10417
308,2288
309,11054
309,3647
309,7701
309,7768
309,10884
309,7922
309,7679
309,6975
309,2371
309,4599
309,2342
309,6352
309,3152
309,6353
309,9660
309,2805
309,7304
309,6663
309,825
309,5865
309,5964
309,447
309,6279
309,6244
309,7689
309,7525
309,7614
309,8111
309,731
309,6387
309,2928
309,11057
309,3753
309,2991
309,7495
309,6987
309,6004
309,7847
310,1675
310,4945
310,13834
310,1797
311,498
312,11533
312,12666
312,7834
312,12389
312,12102
312,13410
312,5245
312,5116
312,5238
312,13675
312,7450
312,11946
313,5135
313,4384
314,13409
314,10796
314,9286
314,6710
314,5054
314,2238
314,13658
314,11436
314,5222
315,14024
316,10476
317,11556
317,11664
318,10879
319,1725
320,9043
320,6602
320,4887
320,8789
320,2102
320,1531
320,368
321,4074
322,6490
322,2502
322,8113
322,10124
322,2976
322,2697
322,3023
322,6468
322,2616
322,378
323,4053
324,10000
325,5614
326,9392
326,10998
326,2804
327,8623
328,5431
328,14328
328,5388
328,14302
328,14279
328,14327
328,5452
329,4359
330,8553
330,172
330,4859
331,5336
331,4100
331,5368
331,5426
331,5425
331,4756
331,5367
331,10958
331,5466
331,5334
331,4911
331,5443
331,14342
331,5444
331,5405
331,5404
331,14310
331,5465
331,5464
332,11210
333,6830
333,10996
334,1638
335,3647
335,462
335,464
336,8644
337,4130
338,5610
339,98
339,3923
340,2268
341,4339
342,10267
343,3775
344,9933
344,10703
344,11110
344,4283
344,5795
344,10393
344,10387
344,10392
345,84
346,9715
346,14168
346,9652
346,10170
346,10662
346,6341
346,3577
346,12190
346,13935
346,193
347,10982
348,318
349,9192
349,14264
349,14183
350,4328
351,2096
352,9228
352,38
352,9740
353,10682
354,14029
355,423
355,14248
355,10970
355,625
355,13089
355,9121
355,6348
355,1961
355,6357
355,4257
355,10467
355,2195
355,431
355,9044
355,4962
355,4262
355,13751
355,10550
355,3565
355,1796
355,2174
355,4303
355,1871
355,6634
355,2053
355,6318
355,10211
355,1960
355,4249
355,13873
355,13880
355,2103
355,1841
355,12147
355,9141
355,6366
355,12500
355,430
355,421
356,211
357,5689
357,5759
357,5858
358,9044
358,2103
359,9192
360,2733
360,7541
360,2632
360,2908
360,2810
360,2985
360,3719
360,3792
360,2444
360,7962
360,12665
360,8401
360,2954
360,8149
360,7830
360,8036
360,2381
360,7578
360,11111
360,2826
360,6240
360,5745
360,7534
360,2799
360,12660
360,6113
360,7770
360,7666
360,8361
360,8363
361,5711
362,1141
363,2189
363,9136
363,2395
363,10768
364,4219
364,4175
365,6863
366,10973
366,11282
367,4389
367,11823
367,5302
368,12377
368,7548
368,3686
368,12755
368,10380
369,11359
369,13597
369,7387
369,3192
369,5147
369,855
369,11959
369,7959
369,2891
369,10322
369,13266
369,3225
369,988
369,4468
369,12100
369,5299
369,702
369,2981
369,11484
369,11486
369,6864
369,4470
369,6983
369,13594
370,1229
371,10783
372,4359
373,3813
373,3898
373,3861
373,3815
373,3856
374,9881
374,11985
375,3605
376,3205
376,5567
377,2691
377,3274
378,1272
379,1513
379,3050
380,14324
380,14325
381,11438
382,3628
383,9858
384,9959
384,5493
384,8853
384,4991
384,6603
384,54
384,6840
384,8901
384,13761
384,5697
384,12
384,9967
384,2612
384,9045
384,2104
384,8984
384,9585
384,5006
385,10048
385,554
385,2580
385,7380
385,7279
385,4406
385,633
385,11073
385,7031
385,6416
385,6494
385,8371
385,3088
385,7787
385,6918
385,7649
385,2678
385,417
385,832
385,2699
385,922
386,6620
386,6548
387,14073
387,9924
387,9633
388,1757
389,6273
389,10971
389,7932
389,6850
389,5901
389,7817
389,7251
389,7090
389,8115
389,3254
389,899
389,5850
389,2468
390,10210
391,1350
391,1580
392,6961
392,10362
393,9684
394,5420
394,5386
394,5401
395,1470
396,5162
396,10233
397,10018
398,4601
398,4904
398,1554
398,2527
398,2496
398,3847
398,2633
398,13777
398,8668
398,13525
398,14102
398,13825
398,7643
398,6732
398,1898
398,3968
398,105
398,8494
398,9687
398,1839
398,4043
398,8829
398,157
398,268
398,3926
398,12697
398,823
398,4869
398,14225
398,3874
398,8778
398,8819
398,4806
398,1469
398,4901
398,9734
398,8643
398,3747
398,8725
398,5801
398,4525
398,8548
398,12118
398,3846
398,2243
398,9958
399,9717
399,9726
399,5548
400,13933
401,10227
401,1683
401,11179
401,10485
401,5212
402,1273
402,1333
403,5105
403,10191
403,7182
403,11974
403,9935
403,8305
403,11852
403,10407
403,7620
403,11126
403,3202
403,2468
403,5326
403,3135
403,269
403,5779
403,4667
403,11635
403,899
403,2318
403,12447
403,6006
403,11657
404,14167
404,13520
404,14132
404,822
404,13855
405,5073
405,9827
405,12138
405,5074
405,5016
405,13672
405,5050
406,8474
407,14073
408,6254
408,10855
408,12857
408,12966
408,8039
408,13507
408,2825
408,9447
408,12185
408,13716
408,11345
408,3165
408,12707
408,10281
408,13648
408,13211
408,13405
408,13573
408,7062
409,9886
410,11192
411,3284
412,10062
412,10891
413,3049
413,11168
413,9784
413,2625
413,7991
413,8234
413,14016
413,5100
413,5166
413,1769
413,3601
413,5268
414,11311
415,10731
415,11402
415,5171
415,4624
415,2361
416,4939
417,4771
418,11223
418,6471
418,11034
418,10614
418,13404
418,11957
418,13289
418,12460
418,9755
418,508
418,3048
418,11226
418,9616
418,4467
418,11962
418,10494
418,8313
419,11888
419,5613
419,9837
420,5508
421,1346
422,2691
422,11382
422,7411
422,10779
422,12469
422,13290
422,8326
422,11836
423,13919
424,9528
424,9525
425,6226
425,9406
425,6183
425,2944
425,2823
425,11867
425,2764
425,2910
425,2997
425,856
425,8029
425,11857
425,7977
425,11495
425,10169
425,8118
425,12291
425,6252
426,13792
427,11654
427,4720
427,9281
427,4607
427,6458
427,10112
427,11798
427,2808
427,4663
427,13316
427,6560
427,12629
427,5475
427,11461
427,5658
427,14245
427,2958
427,7967
427,7604
427,7057
427,627
427,2547
427,930
427,7086
427,10185
427,3089
427,4541
427,2893
427,8431
427,12208
427,8327
427,2636
427,13445
427,3279
427,2360
427,8331
427,10125
427,13450
427,8332
427,3047
427,6809
427,13636
427,2367
427,7361
427,10709
427,7197
427,2565
427,3310
427,2454
427,6017
427,7000
427,8082
427,527
427,5513
427,8225
427,270
427,7431
428,3654
428,5514
428,600
429,6775
429,2227
429,7648
429,11082
429,12459
429,5899
429,6865
429,4649
429,2464
430,170
431,10542
431,13209
431,525
431,969
431,5308
431,11735
432,3552
433,11579
433,5129
434,6487
435,10484
436,8566
437,10671
437,13165
438,11839
438,11512
438,10952
438,7976
439,4858
440,5039
440,1962
440,5304
441,8797
442,9521
442,9514
443,10108
444,5747
444,10672
444,3727
444,5793
444,3668
444,3644
444,5761
444,4144
444,5565
444,3696
445,13779
446,199
447,9305
447,6441
447,11212
447,8063
447,13295
447,12915
448,191
448,36
449,10656
449,2511
449,857
449,2760
449,3044
449,2852
450,4122
450,4522
451,14180
451,5552
451,184
451,1963
451,13867
452,8568
452,13923
453,4870
453,4886
453,1419
454,10485
455,6447
456,1230
457,1518
458,10875
458,10682
459,4951
460,3555
460,152
460,11337
461,3941
461,4049
461,4169
462,11723
462,12670
462,11440
462,10686
462,12652
462,11292
462,9429
462,10877
462,12006
462,12647
462,4671
462,9879
463,4235
463,3934
463,3830
464,8730
464,8986
464,8581
464,8480
464,8627
464,36
464,4140
464,8745
464,191
464,9135
464,2188
464,4818
464,8525
465,12830
465,11374
465,2544
465,11900
465,13042
465,12843
465,12341
465,12827
465,5214
465,13069
465,13070
465,2552
465,11696
465,6066
466,8508
466,13724
466,8589
466,4856
466,4837
467,2933
467,8125
467,12261
467,13337
467,6014
467,4688
467,8124
467,8396
467,2642
467,12847
467,2576
467,5855
467,6155
467,8103
467,6275
467,7498
467,7762
467,7926
467,6210
467,7349
467,2952
467,6137
467,2244
468,2394
468,3726
468,11287
468,7966
468,13002
468,5885
468,8304
468,2710
468,7294
468,2392
468,13107
468,11327
468,7144
468,13016
468,2601
468,2897
468,10727
468,2722
468,11302
468,2500
468,5709
468,12844
468,13030
468,6167
468,12685
468,13020
469,10866
469,4587
469,6749
469,4661
470,7395
470,6288
470,7615
470,8164
470,7891
470,2889
470,2528
470,663
470,2785
470,8242
470,4621
470,3015
470,5976
470,12980
470,5888
470,6744
470,7046
470,2975
470,7918
470,2233
470,10799
470,659
470,7139
470,7321
470,6089
470,8330
470,2566
470,2717
470,7924
470,13504
470,2425
470,12978
470,8056
470,6642
470,13459
470,3040
470,2994
470,3316
470,3230
470,7528
470,6643
470,12815
470,2926
470,7875
470,8457
470,8015
470,13254
471,11443
472,2276
472,677
473,3446
474,5549
475,6477
475,7876
475,10674
475,2651
475,6046
475,7863
475,5949
475,6556
475,4725
476,8607
477,4730
478,10682
479,5620
479,4168
479,3684
479,3943
480,1778
480,13988
480,1581
480,4931
481,3631
482,749
482,11050
483,14105
484,4469
484,690
484,3006
484,3326
484,11996
484,6771
484,9047
484,10486
484,11431
484,9638
484,13432
484,2105
484,2106
484,271
484,10479
484,775
484,3619
484,10076
484,13207
484,10223
484,6633
484,9046
484,10738
485,4136
486,11565
487,1891
488,5429
489,9537
489,4728
489,9511
490,6570
490,7264
491,3319
491,4560
491,2669
491,2747
491,7413
491,10699
491,6155
491,2820
491,2237
491,3755
491,14234
491,13822
491,7565
491,5437
491,7762
491,2278
491,6210
491,31
491,6691
491,6137
491,4574
491,9218
491,2572
491,7171
491,8124
491,9941
491,13337
491,6555
491,14103
491,2416
491,2281
491,11832
491,7744
491,6469
491,2574
491,6561
491,3361
491,8960
491,8937
491,2440
491,7339
491,3732
491,2505
491,6689
491,2728
491,6453
491,8146
491,11093
492,5584
492,5787
492,2459
492,3010
492,11760
492,5788
493,3321
493,8447
493,7028
494,1769
495,10218
496,246
497,9593
498,5094
498,10805
498,12872
498,3741
499,7102
500,2034
501,6419
501,10543
501,9596
501,3656
502,11801
502,5093
502,5095
502,9193
502,9916
502,5686
502,5232
502,5735
502,12165
503,11341
503,10173
503,5037
503,11492
503,12297
503,2940
504,6980
504,7181
505,8536
506,221
507,8676
507,8683
508,5427
508,5409
508,5378
508,5393
509,1274
510,2598
510,13038
510,4659
510,7975
510,13322
510,7854
510,13323
510,6866
510,5551
510,664
511,14078
512,7760
512,6970
512,8110
512,1025
512,13384
512,12692
512,8358
513,7114
514,9209
515,10049
515,4347
515,10037
516,13819
517,11246
518,8556
519,14258
520,1016
520,3320
520,9403
520,13678
520,8022
520,6262
520,9377
520,2889
520,9410
520,12038
520,11456
520,9381
520,9383
520,8049
520,2680
520,4641
520,3291
520,4626
520,13140
520,2925
520,3366
520,8085
520,11016
520,4669
520,12417
520,3272
521,5429
522,1446
523,4578
524,3497
525,1863
525,10030
525,4686
525,9580
525,13447
525,13448
525,6400
525,11954
526,1744
526,10449
527,9611
527,11206
527,5008
527,6388
527,11937
527,1528
527,12381
527,7255
527,125
527,13741
527,11207
527,5138
527,11458
527,13845
527,4998
527,707
527,6589
527,9825
527,12632
527,12853
527,10356
527,3227
527,12870
527,13928
527,11732
527,3184
527,8972
527,11468
528,8714
528,1926
528,1927
528,9126
528,1404
528,5004
528,2178
528,4986
529,9531
529,11872
529,5122
529,4687
529,11466
529,4240
529,8926
529,13137
529,8594
529,3972
529,8858
529,8524
529,3996
529,5905
529,4790
529,9316
529,8470
529,7672
529,7691
529,8509
529,5009
529,4011
529,3951
529,8983
529,10342
529,10895
529,4116
529,12653
529,6730
529,4186
529,9385
529,13495
529,12710
529,5838
529,10594
529,4012
529,10896
529,7877
529,3875
529,9857
529,8879
529,10337
529,540
529,3881
529,4162
529,9282
529,8734
529,9583
530,1964
531,10704
531,13390
531,10807
531,5795
531,10771
531,5912
532,5207
532,5676
533,10553
533,5127
533,10318
534,11732
534,11435
534,7089
534,5138
535,14322
536,11512
536,12082
537,1060
538,14144
539,8463
539,8534
540,9226
541,8949
541,3090
541,10660
541,9207
541,14206
542,14032
543,2196
543,9142
544,3438
545,3654
546,10164
546,9002
546,8870
546,6868
547,1785
548,13969
549,3933
549,3864
549,4104
549,4069
550,8684
550,3513
550,1428
551,10355
552,4788
553,14070
554,9812
554,9816
555,385
555,6389
555,11078
555,10452
555,11236
555,5660
555,9644
555,569
555,3046
555,9203
555,6431
555,14040
556,13319
556,3299
556,3061
557,3166
558,1356
559,3427
560,9919
561,5429
562,9583
563,11629
563,4629
563,6811
563,11387
563,11157
563,9276
563,6867
563,12062
564,551
565,3827
565,4919
566,1765
567,3634
568,6898
568,3330
568,5195
568,5190
568,5303
568,2663
568,651
568,5183
569,1491
569,9548
570,2054
570,1167
570,14061
570,1745
570,1896
570,1543
571,3555
571,152
571,4120
572,9048
572,12743
572,4877
572,2107
572,4964
573,3755
573,7114
573,11093
574,11306
575,5394
575,14280
575,4084
575,1676
575,343
575,5411
575,14338
575,4229
575,4044
575,4152
575,85
575,5379
575,5435
575,14316
575,14287
576,10678
577,1071
578,5612
578,10136
578,10137
579,4580
579,10311
579,9876
580,5612
581,7123
581,776
581,12076
582,11858
582,11531
582,5201
583,3779
584,6099
584,3774
584,11444
584,2375
584,2555
584,6095
584,7263
584,7247
584,5945
584,7547
584,2435
584,6649
584,2328
585,12174
585,5257
585,11424
585,13407
586,9845
587,8885
587,1792
588,11367
589,1786
590,13858
591,8636
591,8722
592,10837
592,13069
592,5826
592,11900
592,4594
592,11693
592,11699
592,7120
592,11401
592,12341
592,11268
592,5817
592,11265
593,11342
593,3620
594,2276
594,677
595,10408
595,2462
595,557
596,10602
596,10330
596,6868
597,9900
597,4477
597,5778
597,10325
597,6498
597,3194
598,3047
598,5513
599,10425
600,112
601,9049
601,272
601,6351
601,5203
601,3285
601,14185
601,5211
601,12763
601,8968
601,2108
602,1231
603,1496
603,3500
603,259
603,10776
603,12938
603,13906
603,4287
603,3149
603,13789
604,8677
604,7566
604,3803
604,4138
604,14295
604,3744
604,7902
604,4844
604,14274
604,3643
604,4160
605,5442
606,6277
606,2872
607,1532
608,14170
609,3655
610,9829
610,14084
611,5575
611,10173
611,5511
611,6454
611,10870
611,11492
611,1965
611,8803
611,3583
611,8996
612,8507
613,8915
614,3812
615,14194
616,11135
617,5028
617,6467
617,11762
617,11476
617,12694
617,12075
617,10556
617,6484
617,665
618,5451
618,14331
618,3742
618,14297
618,14295
619,14269
620,10554
621,10972
621,13098
621,13100
621,13662
621,13570
621,1021
621,13004
621,6916
