userId,paperId
113,32248
113,34975
113,32885
114,29986
114,31363
114,21740
114,2698
114,8747
114,3980
114,32398
114,20336
114,33015
114,33016
114,31324
114,2462
115,5019
115,20612
115,5543
115,31112
115,30991
115,1233
115,31830
115,5081
115,3663
115,127
115,34238
115,30591
116,34022
117,19011
117,4476
117,31583
118,31555
118,35114
118,32615
118,33113
118,33738
118,33659
118,31418
118,30686
119,32673
120,33164
120,32868
120,33709
120,34601
121,32560
121,30955
121,30987
121,1089
121,30832
121,4263
121,26093
121,31855
121,19056
121,22995
121,33812
121,31830
121,30265
121,30808
121,31449
121,31005
121,34238
121,34237
122,34682
122,32551
123,30018
123,30372
123,32529
123,33352
123,19049
123,33034
123,33100
123,34892
123,33297
123,33758
123,34233
123,33819
123,32605
123,19166
124,32648
124,32288
124,31468
124,30070
124,32607
125,4867
125,22500
125,32037
125,2374
125,32522
125,1149
125,3728
125,34289
125,20691
125,32180
125,17301
125,34262
125,3044
125,32170
125,34238
125,19743
126,2497
126,32835
126,667
126,774
126,32999
126,1192
126,32427
126,35853
126,430
126,23629
126,30512
126,26897
126,21298
126,23203
126,2516
126,34934
126,26639
127,32710
127,774
127,30856
127,34652
127,32074
127,23435
127,32909
127,26639
127,30576
127,8435
127,23157
127,15704
127,31196
128,34505
128,32455
128,31500
128,32554
128,34988
128,33806
129,33914
129,34471
129,34341
129,33894
129,33335
130,32290
131,33440
131,31008
131,30962
131,34276
131,33701
131,31830
131,31832
131,31872
131,34238
132,1635
132,16123
132,33879
132,20262
132,34403
132,3151
132,10635
132,24012
132,5330
132,31503
132,20562
132,16243
132,3258
132,13817
132,13434
132,10395
132,35395
132,12094
133,33019
134,1632
134,31505
134,30131
134,32948
134,2406
134,26121
135,15639
135,4723
135,8276
135,16117
135,9623
135,4004
135,33172
135,24571
135,8695
135,24718
135,9999
136,2944
136,16706
136,19147
136,30387
136,1302
136,32327
136,19017
136,9738
136,16203
136,21666
136,16272
136,9617
136,10772
136,9110
136,1465
136,32770
136,23654
136,8869
136,11490
136,24677
136,19558
136,12967
136,35305
136,35239
136,19180
136,23150
136,18996
136,32935
136,13363
136,9780
136,34805
136,2038
136,19956
136,35551
136,9340
136,8394
136,19582
136,30527
137,32852
137,35942
137,34983
137,30536
137,27568
137,32081
137,947
137,32340
137,35381
137,5047
137,35385
137,1693
137,19134
137,4447
138,33129
138,30035
138,30100
138,31339
139,32402
140,31334
141,34636
141,32740
141,32345
142,35072
142,35586
142,30443
142,32775
142,15945
142,32394
142,15501
142,32400
142,32659
142,32791
142,30104
142,25177
142,15834
142,19036
142,16157
142,31391
142,35680
142,31457
142,32998
142,35676
142,26667
142,9068
142,23662
142,32625
142,35826
142,23635
142,33460
142,34743
142,32889
142,35450
142,32827
142,35709
143,23813
143,8459
143,32782
143,536
143,29973
143,32280
143,9754
143,8474
143,9632
143,12833
143,33189
143,30246
143,32936
143,16041
143,1297
143,15663
143,30256
143,3016
143,13427
143,15669
143,32054
143,20153
143,16095
143,32062
143,9672
143,19913
143,19917
143,24655
143,3026
143,26766
143,15703
143,33112
143,9180
143,30245
143,15968
143,23777
143,23652
143,24249
143,15718
143,9191
143,15720
143,9321
143,22508
143,17517
143,24558
143,15858
143,15859
143,24565
143,24681
143,30328
143,15611
144,31874
144,31882
145,23067
145,16129
145,31843
145,12806
145,23817
145,35084
145,31374
145,16272
145,1938
145,35731
145,15726
145,30488
145,22809
145,2843
145,35228
145,25178
145,2336
145,4770
145,16931
145,5028
145,19590
145,23592
145,8873
145,31531
145,797
145,9651
145,8500
145,19509
145,5321
145,21347
145,3773
145,9278
145,15808
145,705
145,9155
145,30278
145,32968
145,32969
145,35813
145,1801
145,4840
145,1358
145,2383
145,27346
145,16035
145,5452
145,981
145,32346
145,15738
145,34142
145,15967
145,224
145,16912
145,4451
145,30363
145,16677
145,34790
145,35176
145,9324
145,12141
145,24686
145,32623
145,25712
145,9201
145,13395
145,19956
145,2678
145,5367
145,19962
145,32763
145,24574
146,32790
147,33073
147,32084
148,32250
148,34707
148,33815
149,33019
150,27394
150,4867
150,23684
150,30981
150,21256
150,17367
150,9741
150,8977
150,532
150,17431
150,9240
150,12569
150,2842
150,23712
150,31525
150,26662
150,2986
150,583
150,35886
150,12976
150,30472
150,20311
150,1844
150,10293
150,17462
150,26680
150,4543
150,31680
150,30531
150,822
150,2503
150,22993
150,3282
150,31571
150,2901
150,22487
150,9947
150,31851
150,25309
150,25310
150,26719
150,20833
150,1250
150,20113
150,33769
150,20587
150,8941
150,26739
150,767
150,21756
150,19197
150,9727
151,624
151,12497
151,16195
151,35688
151,32076
151,31436
152,15840
152,32256
152,15650
152,32519
152,3711
152,15533
152,23661
153,35073
153,16131
153,19844
153,15749
153,15623
153,33033
153,35607
153,13709
153,19986
153,9365
153,27287
153,1560
153,9028
153,31386
153,13469
153,17312
153,32929
153,8740
153,1829
153,19889
153,35752
153,30002
153,11271
153,25516
153,29997
153,31432
153,34610
153,16051
153,34740
153,9272
153,16187
153,2620
153,30347
153,8516
153,35656
153,460
153,21451
153,35268
153,781
153,33619
153,35413
153,35545
153,8523
153,35196
153,12771
153,17254
153,15721
153,9067
153,25580
153,3439
153,9177
153,26737
153,35795
153,24694
153,8828
154,34592
154,20514
154,20555
154,11430
154,34922
154,4203
154,2733
154,35310
154,26096
154,27377
154,34883
154,32852
154,35061
154,16216
154,31481
154,10394
154,22971
154,23002
155,32712
156,33472
156,32945
156,33428
156,1701
157,19459
157,15702
157,19973
157,23558
157,21513
157,33802
157,29963
157,23053
157,21519
157,17424
157,10258
157,32787
157,35350
157,35357
157,8965
157,32292
157,10278
157,21799
157,9005
157,24628
157,26682
157,27196
157,10677
157,17222
157,16199
157,13642
157,30283
157,16206
157,34644
157,24698
157,8534
157,21594
157,19855
157,21596
157,19549
157,31328
157,19553
157,35685
157,26727
157,21352
157,33643
157,9909
157,30325
157,30071
157,34937
157,17530
157,15851
157,26755
157,16264
157,35721
157,9610
157,34682
157,35471
157,10642
157,16023
157,9882
157,11674
157,32670
157,32931
157,19879
157,8872
157,21678
157,35765
157,9911
157,30393
157,10429
157,21703
157,30408
157,22479
157,21719
157,19928
157,35289
157,2267
157,9693
157,15839
157,24545
157,8419
157,12262
157,24553
157,9706
157,29991
157,4588
157,19181
157,9487
157,30201
157,15770
158,2900
158,33211
158,27340
159,23425
159,10822
159,31176
159,12873
159,32330
159,5387
159,524
159,30287
159,15507
159,22485
159,32662
159,19097
159,25370
159,20123
159,30108
159,15994
159,19087
159,9377
159,8291
159,612
159,20711
159,15915
159,622
159,10799
159,18992
159,19592
159,10707
159,19124
159,32693
159,8207
159,12728
159,20729
159,21370
159,31485
159,20094
160,13312
160,8800
160,32450
160,98
160,9028
160,23173
160,30215
160,31432
160,30978
160,30347
160,1741
160,19600
160,26065
160,24739
160,814
160,35030
160,35735
160,32400
160,15899
160,32412
160,32739
160,32736
160,8545
160,15586
160,12771
160,15783
160,31011
160,32927
160,19013
160,11759
160,2075
160,31537
160,16244
160,31989
160,15865
160,32831
160,4669
160,35391
161,34856
161,32508
161,33037
162,32093
163,31491
164,33472
164,33537
164,19106
164,11556
164,4449
164,35889
164,1877
164,5462
164,4343
164,31611
164,10334
164,20831
165,33019
165,34662
166,34076
166,33332
166,33414
167,33633
167,30339
167,2949
167,23622
167,19465
167,31434
167,9079
167,23122
167,8590
167,31472
167,33065
167,33683
167,23139
167,15977
167,34937
167,10333
167,1239
167,30047
168,33822
169,31969
170,32952
170,32356
170,33174
171,33914
171,34471
171,33335
172,26688
172,26400
172,15538
172,16292
172,34949
172,16230
172,32683
172,32992
172,16173
172,19597
173,32696
173,32221
173,31205
173,16022
173,34735
174,32640
174,35176
175,516
175,31365
175,24684
175,16779
175,16780
175,3725
175,2318
175,34703
175,24336
175,8465
175,658
175,5368
175,2460
175,668
175,21534
175,16671
175,16672
175,1314
175,16803
175,16548
175,5413
175,15655
175,937
175,687
175,888
175,30238
175,25142
175,3209
175,1848
175,27193
175,25019
175,4029
175,3393
175,16707
175,197
175,16713
175,5431
175,3766
175,32992
175,16909
175,1016
175,4512
175,16855
175,4184
175,2215
175,2271
175,16736
175,315
175,9356
175,489
175,3879
175,2412
175,237
175,5231
175,2673
175,9043
175,1528
175,3835
175,22908
175,3454
176,31001
176,13
176,31845
177,33178
177,32590
177,35374
178,8705
178,19587
178,30469
178,2566
178,8712
178,16012
178,26067
178,16278
178,31507
178,23648
178,30370
178,23654
178,35688
178,33002
178,8813
178,24495
178,19464
178,32690
178,24595
178,33142
178,30327
178,15550
178,19071
179,19072
179,15691
179,32395
179,32406
179,15751
179,32956
179,9815
179,32695
179,29998
179,3091
179,33326
179,31427
179,29975
179,25463
179,26663
179,20762
179,23801
179,15612
179,2330
179,22558
180,33922
180,33639
181,35156
181,925
181,31327
182,30019
182,26693
182,19041
182,11977
182,21451
182,23180
182,26703
182,2930
182,33299
182,4692
182,32310
182,1560
182,30450
182,8523
182,9775
182,12188
182,29982
182,32671
182,32416
182,32737
182,12259
182,4463
182,1829
182,32874
182,33003
182,32876
182,9261
182,32471
182,17327
182,15793
182,30386
182,23668
182,30454
182,15799
182,30522
182,20092
182,32253
182,35838
183,32992
184,385
184,32260
184,3333
184,23613
184,30478
184,30445
184,8849
184,1298
184,18963
184,10772
184,9367
184,34840
184,34844
184,30493
184,19998
184,31263
184,582
184,2982
184,32554
184,3884
184,34931
184,31541
184,9782
184,34854
184,30396
184,3389
184,34878
184,1717
184,31041
184,34882
184,33477
184,16198
184,8392
184,15947
184,973
184,30925
184,30289
184,33238
184,22495
184,31062
184,19494
184,30353
184,31228
184,32491
184,9324
184,25106
184,33135
184,31345
184,4979
184,25076
184,31081
184,20728
184,23161
184,32508
184,4862
184,3967
185,15776
185,15681
185,33256
185,11850
185,5515
185,15758
185,27344
185,32598
185,32727
185,35487
185,33212
185,35498
185,17375
186,34601
186,32851
186,33164
186,32852
186,32663
186,9240
186,19980
186,30026
186,32599
186,31484
186,33709
187,31282
187,32603
187,372
188,23489
188,10306
188,26756
188,33543
188,33544
188,24770
188,2383
188,34143
188,31635
188,15956
188,15893
188,15835
188,15967
188,3617
188,19035
188,34149
188,31465
188,31210
188,4655
188,33916
188,2290
188,35254
188,31224
188,4052
188,30303
188,32892
188,2814
189,17411
189,11268
189,13398
189,13833
189,4618
189,8205
189,24590
189,31950
189,19987
189,10262
189,3610
189,3503
189,19996
189,27262
189,12320
189,31777
189,12327
189,18985
189,12331
189,23474
189,23598
189,12335
189,1585
189,8242
189,27401
189,1972
189,25524
189,35900
189,33341
189,2624
189,13590
189,27403
189,12360
189,23626
189,13154
189,20047
189,20050
189,11350
189,17497
189,1136
189,27763
189,3158
189,3710
189,12418
189,24708
189,4741
189,20103
189,26760
189,27789
189,17551
189,21650
189,31119
189,15513
189,666
189,15517
189,13470
189,4259
189,12451
189,17577
189,12025
189,4783
189,27314
189,11958
189,9673
189,9912
189,704
189,9410
189,22728
189,4811
189,25804
189,206
189,25807
189,8916
189,12501
189,11483
189,9438
189,23776
189,4833
189,3814
189,23787
189,238
189,13039
189,19495
189,27891
189,27774
189,10793
189,3833
189,30464
189,11524
189,19926
189,4359
189,20232
189,777
189,17163
189,2829
189,4367
189,13073
189,3859
189,16150
189,1816
189,1305
189,23599
189,17187
189,12582
189,562
189,10543
189,26432
189,20804
189,26437
189,11489
189,3407
189,851
189,16212
189,21390
189,23896
189,9049
189,11663
189,27486
189,3424
189,2402
189,30563
189,31080
189,23411
189,13684
189,2945
189,9091
189,13188
189,25477
189,23438
189,10639
189,22936
189,1426
189,13206
189,10648
189,413
189,13216
189,20388
189,26533
189,15784
189,12715
189,30124
189,4014
189,12207
189,13746
189,12211
189,17332
189,10681
189,22462
189,22979
189,5063
189,22985
189,5071
189,12752
189,22481
189,1187
189,3029
189,9174
189,20439
189,11677
189,17370
189,33755
189,12764
189,34785
189,23010
189,25573
189,30186
189,15853
189,26095
189,15857
189,35319
189,15867
189,9726
189,25087
190,31794
191,31969
192,26392
192,32290
192,13623
193,32872
193,32035
193,33458
193,32595
194,4356
194,10819
194,25352
194,30423
194,17421
194,23567
194,23316
194,13334
194,23063
194,16132
194,13084
194,23581
194,32087
194,16262
194,806
194,30504
194,23849
194,3370
194,33913
194,11312
194,18994
194,11305
194,11574
194,12856
194,16185
194,27195
194,26684
194,11585
194,30852
194,9539
194,26166
194,1096
194,24139
194,845
194,35918
194,23376
194,35154
194,23637
194,11351
194,9048
194,32093
194,9315
194,4452
194,31450
194,32572
194,31892
194,67
194,12396
194,9333
194,9577
194,23417
194,32123
194,25981
194,3661
194,23167
194,4737
194,4482
194,4739
194,32644
194,32534
194,12678
194,2370
194,27793
194,146
194,15555
194,25492
194,16534
194,1692
194,12272
194,23461
194,22723
194,27292
194,16045
194,17583
194,12467
194,32185
194,16570
194,27165
194,5310
194,11893
194,1216
194,11713
194,9667
194,27844
194,12256
194,35527
194,3493
194,11597
194,27857
194,4309
194,1495
194,25561
194,9178
194,5083
194,17628
194,35038
194,26079
194,16096
194,13538
194,33763
194,24548
194,17382
194,23271
194,33770
194,4075
194,496
194,23536
194,25513
194,4799
194,26758
195,34076
195,33414
196,32691
197,32065
197,34012
197,32646
197,32783
198,20096
198,20163
198,12676
198,32315
198,19014
198,2567
198,11977
198,31371
198,23180
198,3085
198,1987
198,31128
198,32466
198,33299
198,1108
198,20053
198,20025
198,5528
198,29978
198,11547
198,32954
198,34782
198,32480
198,20065
198,27298
198,26075
198,4084
198,34993
198,32680
198,3772
198,20778
198,13356
198,26235
198,9960
198,723
198,13812
198,2334
198,33401
198,32314
198,22523
198,20092
198,26090
198,4606
199,25089
199,13378
199,19499
199,25094
199,24713
199,15499
199,19852
199,24578
199,34008
199,23375
199,34960
199,34961
199,24579
199,32340
199,19221
199,23318
199,32919
199,31426
199,30042
199,30429
199,34721
199,15973
199,9895
199,1387
199,4781
199,15979
199,23660
199,24498
199,32081
199,2525
199,15728
199,15666
199,4089
199,30008
199,15609
199,30394
199,15931
199,16124
199,23295
200,32345
201,35200
201,31490
201,35331
201,774
201,16010
201,15627
201,26639
201,35856
201,1171
201,29973
201,15894
201,30239
201,31524
201,30373
201,32422
201,32936
201,430
201,12975
201,34229
201,9526
201,31417
201,447
201,4288
201,33120
201,35403
201,33099
201,32974
201,20051
201,19471
201,3548
201,30941
201,35168
201,35172
201,16232
201,35178
201,30060
201,9069
201,19184
201,31336
201,8659
201,34935
201,30328
201,12793
201,31354
202,3394
202,33619
202,13479
202,4696
202,5465
202,18986
202,26207
202,5011
202,27266
202,685
203,30528
203,32992
203,30291
203,32683
203,30238
204,34771
204,32767
205,32801
206,33793
206,23813
206,32519
206,30218
206,24587
206,35596
206,35598
206,32271
206,35089
206,19474
206,26645
206,19480
206,35353
206,2586
206,33820
206,35290
206,19487
206,35360
206,15650
206,18979
206,35620
206,8741
206,19496
206,44
206,35629
206,30255
206,10802
206,30515
206,32821
206,26678
206,23605
206,24643
206,21316
206,19529
206,26698
206,35148
206,34127
206,19024
206,35256
206,21347
206,23347
206,33109
206,32344
206,3711
206,30301
206,15971
206,1297
206,35176
206,15548
206,23661
206,30318
206,30065
206,26995
206,35446
206,33144
206,30329
206,31358
206,31509
206,32640
206,31361
206,32898
206,31900
206,15755
206,17517
206,30352
206,30097
206,15762
206,19096
206,31131
206,34716
206,24733
206,33183
206,672
206,34978
206,31395
206,5028
206,32937
206,15533
206,33821
206,16049
206,4019
206,21431
206,19896
206,16060
206,4149
206,8459
206,26050
206,9672
206,19913
206,19148
206,16162
206,24526
206,1400
206,3016
206,33494
206,32804
206,30426
206,19477
206,34014
206,11743
206,15840
206,33275
206,32997
206,31206
206,1489
206,19162
206,5003
206,35566
206,31016
206,33781
206,9466
206,15804
206,26111
207,32314
208,34480
208,19907
208,4136
208,1138
208,34589
208,13392
208,23794
208,2934
208,34482
208,17272
208,730
208,27515
208,27068
208,3965
208,31583
209,32625
209,32827
210,2065
210,1250
210,20003
210,32852
210,32933
210,3128
210,16249
210,32840
210,31039
211,34978
211,34251
211,31834
211,35757
212,31324
213,31339
214,32242
215,3977
215,35203
215,32419
215,34006
215,33143
215,32040
215,5411
215,32327
215,35543
215,30863
216,33649
216,33889
216,33389
216,33151
217,12932
217,3798
217,4359
217,20232
217,777
217,3597
217,10639
217,3344
217,1426
217,31119
217,33942
217,22936
217,155
217,15517
217,10398
217,31903
217,31776
217,31777
217,33755
217,31780
217,13351
217,25514
217,5293
217,30894
217,30896
217,31120
217,25524
217,32570
217,955
217,11836
217,5566
217,31904
217,34785
217,23626
217,33951
217,31950
217,20559
217,12752
217,22482
217,13347
217,16212
217,12501
217,13398
217,24025
217,20047
217,32609
217,30562
217,5071
217,31080
217,4201
217,30186
217,20519
217,4205
217,33405
217,2418
217,13610
217,3710
217,32597
218,32448
218,33347
218,23634
218,30533
218,13542
218,35530
218,5260
218,11597
218,33062
218,8401
218,11506
218,13843
218,32788
218,4486
218,19865
218,15832
218,35225
218,34804
218,16062
218,34271
219,34177
219,34819
219,582
219,31335
219,31081
219,33066
219,34765
219,30289
219,31028
219,34136
219,27004
219,19998
220,32784
220,34144
220,25171
220,31364
220,19765
220,12217
220,1034
220,763
220,33501
221,4225
221,31106
221,4228
221,31845
221,31837
221,30983
221,20809
221,27306
